r1,r2,r3,r4,r5,d1,d2,d3,d4,d5,radiant_win
46,113,5,22,7,44,36,38,64,62,1
109,45,49,112,84,12,66,23,63,83,0
45,77,64,57,7,19,41,65,103,31,1
46,44,84,31,86,45,63,10,103,3,1
109,9,2,112,51,10,49,45,110,7,0
72,9,49,91,3,10,33,39,53,7,1
109,27,79,9,106,41,36,22,3,100,0
53,19,106,110,31,6,46,25,112,23,0
17,63,70,107,75,12,9,106,85,62,0
45,63,17,19,119,113,36,74,110,84,1
12,22,65,19,31,53,6,72,21,2,1
46,12,96,110,83,49,8,9,31,7,1
33,63,12,88,20,109,56,45,21,7,0
73,53,58,9,7,45,27,36,44,2,0
19,63,8,112,107,53,43,2,106,110,1
12,33,53,21,20,56,70,22,112,85,1
9,74,70,84,7,95,17,19,5,119,1
10,53,46,70,20,109,19,106,84,110,0
77,36,74,64,7,63,39,6,83,20,1
11,53,42,66,7,63,97,75,106,25,1
63,39,114,19,26,17,4,60,7,112,1
56,74,9,84,114,109,19,17,20,21,0
72,50,33,91,31,47,96,7,48,71,1
6,64,9,58,20,71,54,106,78,119,1
74,90,114,14,84,12,58,110,34,21,0
12,9,6,112,100,67,74,96,19,50,0
56,106,62,88,119,82,55,67,87,32,0
80,49,78,16,68,19,29,77,27,91,1
39,81,57,68,107,33,19,15,103,86,0
38,99,17,100,37,80,72,65,60,112,0
77,94,90,16,3,15,58,17,29,87,0
12,17,66,16,30,49,15,104,100,86,1
81,43,58,87,51,109,53,15,3,107,0
72,17,65,91,86,39,12,78,103,87,0
15,108,39,64,103,49,72,30,55,100,0
77,39,108,87,107,49,15,20,3,16,0
27,18,78,39,88,72,12,19,51,3,1
43,72,78,30,62,81,39,16,90,87,0
63,46,108,69,87,72,11,57,62,86,0
94,58,15,86,3,109,13,57,51,30,0
80,19,15,100,86,11,54,16,103,3,1
72,57,76,66,30,64,15,74,78,100,1
48,52,53,28,112,81,43,27,60,63,1
49,15,57,107,3,39,1,34,51,112,1
19,34,51,91,112,80,43,98,14,86,0
109,43,29,16,87,72,94,38,7,3,0
109,27,78,22,85,72,98,57,86,84,0
11,81,13,16,68,49,15,57,26,88,1
12,47,51,112,107,48,79,13,16,65,1
48,102,98,28,87,109,39,29,3,107,1
72,35,102,103,3,108,54,52,76,62,1
10,15,79,102,107,74,109,103,3,100,1
19,34,72,91,100,43,57,41,30,103,0
19,98,17,86,60,109,78,76,51,30,0
95,72,41,103,86,42,57,17,68,7,0
92,27,12,16,65,8,34,78,87,60,1
27,49,12,17,89,98,38,34,51,62,1
63,78,29,87,89,38,47,8,30,91,0
48,49,29,87,16,109,34,64,51,86,1
20,76,78,89,87,52,35,96,16,90,0
49,12,57,87,86,109,78,13,68,62,1
78,72,13,30,100,20,47,25,102,103,1
77,78,17,86,107,8,49,38,103,30,1
19,27,17,63,107,99,74,84,7,112,0
72,34,13,60,86,77,43,29,28,112,0
109,15,57,13,87,95,53,27,19,97,1
46,40,15,84,88,54,17,13,7,68,1
19,15,13,91,50,109,47,38,20,31,0
12,72,2,16,3,38,27,77,76,86,1
94,15,85,87,57,27,10,47,69,51,0
74,54,103,86,88,45,8,72,87,16,1
12,39,51,104,87,76,15,57,89,86,1
8,15,55,107,87,76,27,72,16,23,1
12,38,13,90,3,72,17,78,100,87,1
54,76,104,16,30,49,15,13,27,23,0
109,104,3,22,51,4,17,40,84,107,1
41,69,62,34,68,109,66,43,13,103,1
80,72,79,90,88,23,63,29,103,87,0
41,30,34,103,88,109,43,16,3,100,1
11,15,104,3,103,10,39,114,86,84,1
49,34,16,19,75,8,72,13,89,87,0
63,43,28,5,60,72,19,91,88,86,0
94,72,19,13,30,43,76,86,16,65,1
10,9,69,100,3,6,94,79,38,16,0
57,8,17,62,3,39,19,66,78,16,0
11,18,55,64,51,66,8,16,34,86,0
10,40,102,60,68,39,1,28,112,29,1
19,74,69,91,100,52,54,78,30,62,0
48,60,17,78,27,77,53,79,34,107,0
27,12,78,47,16,48,49,28,57,3,0
10,46,78,3,88,109,38,37,13,84,1
45,47,41,30,85,35,72,7,84,112,1
48,58,43,64,89,81,74,13,30,88,1
72,89,39,55,87,8,15,66,97,103,1
8,27,76,69,100,12,15,16,30,65,1
11,93,102,87,51,109,9,65,100,30,1
41,38,68,34,62,8,113,30,107,51,1
80,113,29,16,68,54,110,34,60,112,1
49,72,17,30,51,11,54,66,65,23,0
49,15,13,60,3,72,98,39,87,16,1
44,66,11,29,51,53,72,47,89,30,1
80,27,13,15,51,53,12,39,16,30,1
49,76,30,16,19,46,54,38,86,91,1
19,72,34,37,107,74,78,20,30,16,0
45,72,7,107,3,12,15,19,68,100,1
54,104,76,90,87,43,77,19,60,50,1
72,11,64,88,51,12,17,16,85,87,1
61,76,85,88,87,63,27,98,46,16,1
11,98,55,3,16,72,114,108,30,51,1
109,13,72,16,3,43,48,88,69,111,1
94,39,102,100,87,95,47,38,91,30,0
39,93,16,69,87,94,20,104,23,3,0
11,41,15,58,51,63,66,13,38,86,1
49,94,13,87,51,41,58,43,27,89,0
72,94,107,65,112,27,63,43,13,85,1
77,35,29,16,87,43,72,64,38,89,1
20,49,78,50,103,45,13,8,16,87,1
49,72,41,107,87,11,54,102,3,103,0
95,15,108,3,86,53,6,57,20,85,1
102,20,47,64,86,78,72,74,3,103,0
93,43,16,26,85,94,54,13,3,28,0
19,76,57,91,30,80,94,102,84,26,1
109,43,30,69,29,74,66,72,2,26,1
11,54,13,64,89,102,49,72,87,16,1
15,27,76,57,23,109,39,78,3,51,1
9,12,65,3,16,93,47,30,51,88,1
39,48,29,107,84,20,11,108,3,23,0
80,76,16,103,87,43,11,3,102,51,1
11,78,70,16,3,15,43,69,87,107,0
12,34,85,16,87,72,55,64,11,51,0
72,76,19,90,7,43,54,108,16,86,1
27,58,39,62,93,72,44,65,3,100,1
49,15,47,16,87,92,11,13,100,30,1
18,43,13,51,40,77,74,41,87,103,0
48,12,13,3,107,94,63,57,28,30,1
49,55,109,64,62,27,8,53,76,51,1
72,21,16,30,103,38,47,66,18,86,0
109,13,57,86,100,15,38,76,91,3,0
94,59,102,84,86,43,114,29,112,107,1
72,76,103,86,65,38,81,39,100,68,1
20,76,57,85,87,81,15,55,28,84,1
57,20,34,107,27,49,19,15,90,84,0
95,47,51,79,65,104,20,27,39,85,1
63,47,57,87,84,19,12,27,60,65,1
19,63,102,68,88,49,54,64,69,65,0
56,58,47,7,30,72,9,60,16,79,1
61,15,65,30,85,63,78,72,64,100,0
49,40,1,107,119,45,8,102,103,62,1
12,99,15,100,91,92,63,66,28,30,1
45,49,108,68,16,72,66,41,65,86,1
77,19,15,65,87,43,27,72,29,100,1
80,49,19,27,100,64,81,39,16,62,1
49,13,57,69,30,58,15,78,37,16,0
77,19,27,69,60,49,72,103,101,41,1
63,17,69,68,23,27,48,13,60,103,0
61,98,65,103,3,63,27,102,76,100,0
8,76,27,102,89,10,19,57,3,62,1
15,64,69,76,88,109,27,11,96,28,0
11,17,29,103,87,19,38,30,34,85,0
39,41,29,16,68,27,8,12,7,85,0
19,104,17,107,68,43,72,38,69,87,1
41,74,13,69,87,48,43,29,103,3,0
53,9,76,51,87,49,103,89,57,30,0
18,47,53,89,87,77,94,27,88,107,1
77,11,104,3,100,41,27,69,76,51,0
76,19,15,112,100,41,27,39,102,62,0
33,11,58,100,3,63,47,102,64,60,0
8,47,38,112,107,72,27,11,16,85,1
43,18,29,111,100,48,39,41,87,103,0
63,39,65,16,68,41,61,79,103,3,0
39,108,72,100,3,49,81,78,103,68,0
33,8,13,89,87,27,81,78,23,52,1
77,78,72,87,103,8,74,99,88,68,1
66,77,15,69,30,18,27,13,108,60,1
109,9,30,57,51,8,15,16,97,86,1
15,39,2,107,79,57,12,9,87,100,1
66,61,47,19,86,13,2,6,51,3,1
77,57,35,107,87,48,11,112,51,65,0
33,43,114,68,16,109,25,103,57,86,0
8,76,78,107,3,108,72,15,87,88,0
53,11,63,30,103,19,15,31,16,62,1
80,33,39,112,107,8,47,55,19,30,1
19,41,76,87,85,94,21,78,30,100,1
48,64,78,34,100,19,17,29,87,16,1
11,72,60,65,3,19,43,8,87,62,1
80,27,76,13,85,49,72,16,65,79,1
109,43,88,23,68,53,41,113,37,16,0
41,11,64,88,60,96,12,34,62,87,1
77,39,78,88,87,38,43,15,51,26,1
8,49,27,100,29,72,12,19,86,62,1
47,58,12,100,3,1,27,11,16,65,0
41,58,13,51,30,12,39,65,100,3,1
40,72,78,87,69,27,19,57,76,7,1
72,76,119,29,84,43,94,108,60,87,0
41,78,39,23,87,43,27,15,13,16,1
72,11,102,87,100,27,12,76,65,14,1
54,64,13,34,62,1,39,78,100,3,1
42,58,11,68,71,72,39,104,87,60,1
49,46,65,26,100,11,12,27,13,7,0
29,77,72,3,16,12,49,13,50,100,0
8,43,102,27,107,19,38,83,34,3,0
43,12,55,51,3,19,106,13,78,87,1
49,11,78,30,16,19,17,28,29,79,1
46,66,15,86,57,48,11,78,62,87,0
49,12,30,16,100,8,39,55,27,23,0
94,12,13,79,14,49,43,60,87,85,0
11,41,103,65,3,12,29,51,34,87,0
33,39,15,30,107,63,11,19,68,88,0
48,43,88,51,112,9,41,27,55,100,1
63,11,19,65,3,40,39,54,51,30,1
8,55,39,27,100,48,43,104,87,16,1
94,76,69,87,107,12,19,57,100,30,0
54,66,47,106,100,80,99,98,90,119,1
12,72,27,104,14,43,19,111,62,65,0
12,13,57,87,51,9,6,79,103,3,1
49,109,27,78,103,12,76,88,107,30,1
19,12,76,84,16,49,18,107,65,30,1
109,27,40,29,51,59,102,76,100,87,0
49,19,29,30,88,77,89,76,62,50,0
27,35,41,78,84,94,63,65,103,86,0
109,13,15,64,88,11,108,81,87,62,1
27,15,13,34,16,77,49,17,112,107,0
19,11,79,86,103,15,29,34,16,112,1
49,99,78,62,87,77,19,69,30,100,0
94,63,39,30,51,81,17,64,65,69,1
72,43,108,64,60,8,89,13,30,16,1
109,11,51,65,30,94,54,78,79,28,1
94,12,100,51,50,8,33,27,106,85,0
54,43,16,23,87,98,72,58,88,107,1
48,49,78,100,112,63,27,13,7,69,1
49,76,29,101,103,48,12,13,27,23,1
8,27,38,11,23,72,12,104,60,3,1
72,11,30,71,51,63,57,39,16,3,1
49,77,57,30,103,39,27,69,18,100,1
81,64,13,76,100,80,102,12,79,50,1
34,77,78,100,87,19,108,103,12,3,0
109,39,16,30,88,19,35,78,86,87,1
43,19,12,79,100,94,49,65,103,27,1
109,39,27,69,88,42,72,40,16,50,1
8,13,30,98,107,109,49,55,79,62,0
54,11,55,3,107,27,48,78,34,51,1
94,54,16,30,85,109,19,33,75,100,0
18,19,3,69,14,81,39,78,30,62,0
11,9,29,16,68,94,39,41,30,88,0
11,113,19,51,87,43,54,2,86,100,0
19,17,69,84,107,80,29,34,16,87,1
43,81,102,30,16,48,13,69,88,3,0
81,19,57,3,28,49,41,69,86,62,1
77,27,17,65,100,109,102,13,107,3,0
58,94,19,27,100,43,1,78,16,87,1
41,52,27,65,16,11,12,57,83,3,0
54,57,40,103,3,38,15,61,90,26,1
77,13,57,16,68,72,43,29,111,88,0
94,60,104,64,69,27,43,81,78,103,1
12,15,89,30,88,104,19,114,69,86,1
109,43,78,87,62,94,27,72,57,71,1
63,27,69,13,107,49,114,87,65,100,0
8,49,66,19,111,72,17,29,91,5,0
72,19,98,13,100,109,40,2,91,30,1
49,15,78,87,62,48,19,3,69,88,0
12,76,102,88,3,80,49,27,23,28,1
20,13,46,16,50,109,11,103,87,51,0
70,29,34,16,3,94,58,41,30,107,1
43,54,29,69,30,102,72,19,87,91,1
59,40,37,29,107,109,43,108,111,16,0
53,109,15,85,3,77,61,27,13,69,0
12,72,104,50,100,82,19,78,85,87,1
72,43,88,27,14,61,109,19,87,62,0
12,72,16,119,3,10,92,19,103,86,1
77,39,38,30,83,108,72,19,62,50,1
77,39,78,87,88,94,72,104,30,100,0
15,12,66,13,51,104,94,100,90,16,1
11,114,50,89,88,27,74,81,7,62,1
48,13,47,30,107,109,49,16,68,100,0
58,15,12,87,107,8,43,108,28,3,1
8,27,19,102,62,49,60,83,34,87,0
94,81,68,51,62,11,15,65,16,87,1
77,11,69,103,3,72,27,29,81,51,0
94,49,3,38,103,12,41,86,100,69,1
80,43,38,112,16,78,93,13,3,103,0
8,58,49,37,16,77,43,65,50,107,1
58,10,43,26,89,45,49,109,87,103,1
109,43,27,86,51,35,41,57,16,3,1
48,76,87,100,65,12,15,19,86,85,1
54,11,64,29,107,80,27,19,58,51,1
19,63,27,83,7,12,49,89,3,65,0
53,102,10,49,86,12,15,65,103,3,1
98,17,78,75,16,49,19,29,79,103,0
81,29,68,106,88,77,114,13,16,30,1
11,49,108,87,103,19,27,58,76,107,1
11,98,55,3,16,109,43,13,51,111,1
18,65,3,103,34,8,12,13,79,16,1
8,72,89,66,86,43,54,13,30,100,1
77,22,104,107,3,58,12,13,79,16,0
56,69,34,100,87,61,15,29,84,23,1
92,47,19,66,68,9,69,89,94,87,1
11,61,65,50,51,54,39,66,78,100,0
15,10,102,62,5,66,19,12,40,87,1
58,27,8,78,100,39,60,72,107,112,0
27,8,13,29,100,81,114,39,89,68,0
11,72,57,86,7,48,47,78,30,107,0
94,15,100,65,87,63,49,30,29,43,1
49,54,57,100,68,114,69,103,86,34,0
109,19,69,68,16,74,49,77,103,111,1
11,77,29,51,50,15,39,98,60,27,0
77,76,41,30,62,94,19,60,86,103,0
63,49,66,3,103,11,93,16,51,37,1
109,58,30,23,100,77,13,106,107,68,1
109,78,34,16,30,8,19,13,75,100,0
72,13,29,30,88,54,43,97,16,87,1
38,49,72,119,86,109,76,13,30,100,0
109,19,37,107,16,54,11,33,30,51,1
34,39,100,6,112,12,41,57,68,16,0
77,102,39,60,87,41,108,11,65,68,1
94,100,27,57,69,16,8,30,34,85,1
66,39,72,83,50,56,58,98,112,60,0
33,77,34,16,3,113,18,78,103,79,0
41,49,27,69,103,48,11,65,100,30,1
39,72,57,16,86,92,108,114,19,100,0
45,8,47,101,100,61,27,39,15,16,1
11,72,96,66,86,10,43,16,30,103,0
49,98,2,50,100,19,61,78,69,30,0
63,72,102,27,107,94,19,58,50,23,0
41,39,30,104,16,94,72,100,65,3,0
43,81,108,68,7,53,45,72,87,103,1
48,43,78,87,107,72,15,29,42,101,1
109,13,57,16,30,8,39,38,86,85,0
46,98,78,3,103,27,11,93,29,22,1
77,43,58,68,16,49,12,100,69,86,1
49,41,15,60,87,109,39,100,65,3,1
9,76,16,65,87,11,63,29,100,86,0
77,29,70,112,23,10,58,98,3,107,0
19,35,78,79,86,72,57,76,88,30,1
1,39,65,30,60,13,27,94,54,100,1
15,12,88,16,3,77,27,39,107,65,0
27,11,54,16,85,77,35,19,112,107,0
77,72,102,3,69,6,17,71,27,28,1
63,11,85,112,88,80,39,16,103,3,0
41,15,55,30,107,8,96,34,100,3,1
12,43,27,57,89,48,11,86,78,62,1
77,89,34,62,75,18,78,65,100,3,1
43,27,8,88,100,109,11,55,51,86,0
35,108,66,67,107,43,19,69,7,112,1
12,40,29,68,107,39,48,16,89,87,1
39,64,20,62,29,19,55,70,103,3,1
12,19,65,88,3,49,18,60,78,86,1
38,72,27,11,89,42,40,78,68,16,1
15,76,16,69,3,109,39,30,51,88,0
38,15,89,76,87,43,10,78,30,107,0
8,49,34,30,107,15,12,27,57,100,1
109,72,57,103,87,95,43,104,91,3,1
8,76,30,65,51,49,54,16,68,23,1
72,33,68,34,100,94,27,69,22,16,0
19,46,78,111,51,11,15,29,16,68,0
49,19,29,62,112,77,78,39,87,103,1
48,39,16,103,87,19,78,34,110,100,1
41,15,30,34,62,11,114,65,87,100,1
27,42,108,98,103,19,12,84,75,69,1
41,39,69,100,30,49,72,57,3,107,0
12,58,86,78,79,77,11,13,87,51,0
27,34,69,9,62,19,58,22,100,87,0
94,39,77,86,88,11,33,20,100,3,1
11,54,30,100,13,72,46,19,88,3,1
48,78,103,34,87,8,17,29,79,100,1
47,72,78,103,87,48,49,79,69,16,0
8,72,19,87,100,12,48,78,3,103,1
11,8,16,68,51,54,43,25,28,87,1
54,11,102,87,51,15,34,65,112,62,1
61,19,96,68,107,48,43,87,100,65,1
61,39,54,62,86,53,72,13,103,3,0
27,49,63,13,16,94,76,104,100,26,1
72,76,65,16,87,94,19,100,104,3,1
109,27,63,104,16,8,25,65,30,107,1
12,76,57,3,88,49,70,86,7,100,1
72,58,54,107,68,81,13,108,30,16,1
45,53,47,54,86,49,19,57,16,30,1
77,19,69,50,60,57,17,81,103,3,1
72,33,43,68,16,42,57,17,87,89,1
43,42,102,16,68,77,76,86,112,65,1
80,13,29,22,51,59,11,27,41,100,0
8,47,78,27,7,109,29,39,16,30,1
11,72,66,13,107,99,57,15,30,7,1
77,43,29,89,87,11,15,78,103,3,0
13,4,65,112,60,77,63,29,100,87,0
33,12,20,68,16,44,17,69,75,28,0
19,72,7,110,87,48,47,108,30,89,0
94,59,100,108,30,1,49,43,60,50,0
46,78,72,112,16,77,11,57,107,87,0
109,43,78,30,7,25,81,57,68,107,1
77,15,50,65,60,49,38,72,27,86,1
77,15,29,111,16,10,49,19,68,60,1
39,54,69,65,30,11,41,19,51,68,0
6,11,102,86,87,35,81,100,57,68,0
80,12,16,68,107,8,38,47,101,91,1
45,43,48,37,89,72,35,57,16,87,0
39,41,15,89,3,109,27,11,65,51,1
48,27,58,19,103,43,94,87,65,16,0
49,75,54,68,100,27,76,33,19,119,0
77,94,29,87,16,43,48,65,112,100,1
81,39,57,68,7,72,76,27,78,107,1
76,19,102,86,85,109,49,30,51,62,0
43,38,67,37,51,49,94,55,88,84,1
76,11,26,65,37,43,8,19,89,87,0
49,34,86,81,68,19,15,78,87,103,0
10,72,78,87,7,43,8,66,51,86,0
49,38,15,66,30,39,12,60,16,64,0
63,108,30,107,34,45,109,65,89,50,1
109,58,39,86,85,77,35,108,107,30,1
49,16,34,3,37,81,11,101,51,68,0
76,58,54,89,101,94,38,20,103,3,0
109,54,108,100,87,47,52,16,90,62,1
27,8,9,78,16,77,11,100,51,68,1
11,8,64,78,100,77,1,55,3,16,0
92,72,108,119,103,8,19,43,30,62,1
15,69,34,86,62,49,55,74,88,3,1
11,98,3,65,100,12,39,64,104,51,0
94,15,19,60,112,48,33,39,27,103,1
77,33,39,30,86,11,20,57,68,51,0
72,47,30,65,86,54,52,11,49,51,0
11,19,13,88,30,43,8,58,60,100,0
77,43,30,65,107,72,108,34,62,3,1
54,13,30,34,16,49,109,112,65,51,1
54,13,103,65,87,72,49,58,16,68,0
47,76,29,87,107,109,66,11,16,86,1
109,96,66,79,34,49,13,15,112,88,1
43,54,16,87,100,12,11,96,89,68,1
18,78,102,100,68,77,47,30,65,28,0
45,49,54,100,68,12,19,11,64,89,1
109,43,30,65,62,94,15,57,86,107,0
11,6,57,86,87,66,80,39,16,100,1
109,43,19,100,87,72,38,15,68,107,1
109,47,65,51,87,77,11,102,103,30,0
18,63,60,91,86,39,12,16,65,112,1
49,76,86,37,16,109,75,41,27,103,1
54,17,108,16,68,72,27,33,19,100,0
11,41,22,51,87,77,62,34,65,37,0
49,54,65,30,51,12,66,11,16,86,0
72,39,52,57,100,18,19,15,86,91,1
19,11,29,51,112,77,38,30,34,100,0
8,77,102,68,20,49,72,65,62,37,1
12,19,39,66,68,49,43,30,100,65,0
77,15,49,60,30,82,27,72,29,23,1
109,49,46,86,37,54,104,76,87,88,1
109,19,66,13,86,15,27,76,57,100,0
8,11,49,51,87,72,39,78,89,68,1
81,72,29,103,30,77,74,38,100,87,1
109,9,13,16,3,43,81,108,86,68,1
25,54,19,23,68,43,46,78,87,107,1
11,10,16,103,3,12,72,65,30,51,1
39,43,72,87,7,27,8,15,65,103,1
77,19,76,30,107,54,29,17,68,100,0
56,19,58,30,16,94,57,44,51,87,0
66,72,76,68,23,74,49,64,88,100,0
54,74,29,89,101,61,19,34,16,50,1
45,11,16,3,103,12,58,47,60,30,1
92,66,6,13,86,48,43,108,87,16,1
108,114,11,64,60,8,66,87,34,16,1
77,17,16,19,37,15,108,60,34,30,1
11,64,20,108,88,109,19,78,86,51,0
63,19,30,65,26,39,15,104,37,86,1
54,76,108,60,68,20,13,69,16,30,1
63,46,27,108,78,11,57,75,88,19,1
77,39,16,119,30,11,15,29,85,86,0
15,63,87,88,103,46,42,65,23,3,1
94,13,104,107,37,12,60,43,78,3,0
38,76,98,62,30,12,39,19,87,100,1
49,19,86,29,100,27,48,39,114,88,1
10,47,16,86,119,81,15,104,100,87,1
66,39,63,3,65,11,20,27,7,51,0
54,64,89,34,88,19,49,27,55,51,0
109,76,37,16,88,113,8,49,103,87,0
48,47,86,16,62,10,43,79,29,100,1
33,72,47,3,86,35,49,57,30,100,0
15,40,13,52,30,19,72,29,68,51,0
41,38,72,69,30,10,47,57,87,100,0
54,72,29,3,16,15,49,19,65,87,1
72,46,103,16,87,11,54,33,51,86,1
114,53,27,97,16,77,19,13,100,68,1
33,53,46,47,86,41,25,57,30,100,1
109,45,9,89,87,94,15,57,86,100,0
63,49,11,112,23,12,43,69,100,68,0
11,6,43,89,30,92,74,19,90,16,0
11,15,41,87,51,109,39,19,65,37,0
47,41,63,30,103,54,38,49,91,68,0
80,40,66,57,86,27,45,72,108,107,1
49,95,57,87,100,48,43,30,19,107,0
43,46,64,60,89,45,94,108,87,88,1
94,19,58,30,103,43,114,54,66,13,1
48,49,29,89,30,95,47,41,101,103,0
94,70,27,78,84,8,39,33,3,103,1
77,38,92,91,87,109,19,76,68,62,0
45,47,54,119,86,109,57,78,89,87,1
64,15,13,78,16,1,39,108,60,101,0
11,64,104,15,51,109,46,37,19,65,0
58,64,22,15,16,19,54,30,65,91,0
77,35,65,86,107,81,15,29,100,87,0
43,12,13,86,100,1,11,29,3,51,0
58,18,72,62,87,77,39,30,100,65,0
109,19,66,34,86,27,11,114,108,107,1
72,35,13,30,89,47,49,38,88,87,0
109,39,16,86,62,49,15,17,103,57,1
10,57,72,3,7,109,43,30,65,100,0
19,11,38,86,51,49,72,98,66,30,1
109,76,86,65,37,1,25,60,64,83,1
12,49,16,90,26,43,78,34,62,87,0
72,17,29,100,87,43,19,41,103,50,0
39,94,37,57,16,109,19,69,60,87,0
39,94,19,60,87,12,47,29,51,50,0
11,28,93,57,86,15,46,20,75,62,0
109,43,60,103,87,54,66,96,34,68,1
15,49,100,87,85,19,98,64,13,88,1
92,12,38,90,91,19,66,17,108,30,1
72,39,108,86,100,92,43,76,87,62,1
53,63,34,51,112,15,78,17,16,86,1
109,37,74,2,88,104,11,100,41,3,1
49,76,19,68,100,77,52,29,88,86,0
11,20,29,28,51,27,94,109,103,88,1
12,49,61,60,87,11,98,13,20,89,0
17,72,89,29,87,15,19,37,34,3,0
66,11,41,16,68,19,76,29,89,90,0
12,61,58,57,16,8,78,34,51,3,1
96,63,17,83,86,1,25,36,110,3,0
63,49,19,119,5,12,78,17,14,75,1
45,61,84,75,20,53,70,74,112,1,1
81,70,17,3,91,40,10,2,21,84,1
63,20,44,34,100,45,6,9,39,85,0
45,96,4,83,86,42,53,63,25,7,1
44,106,97,100,75,12,83,37,22,2,0
1,45,33,86,85,63,65,17,7,5,0
70,63,22,75,32,25,9,6,64,7,0
45,12,119,19,85,49,84,99,114,5,1
12,2,75,22,86,52,70,97,5,83,1
8,27,4,84,112,19,67,65,7,75,1
12,96,22,112,83,52,72,106,91,2,1
8,11,84,110,107,10,36,111,51,7,1
19,95,66,47,86,109,49,25,7,112,0
109,19,34,84,32,41,74,70,83,110,0
46,72,9,29,91,19,25,114,83,110,1
109,64,36,76,20,74,52,19,5,2,1
6,9,98,84,2,46,64,96,67,100,0
109,46,84,112,119,61,108,67,7,3,1
109,42,39,86,112,73,9,2,7,5,0
19,72,91,65,110,106,70,36,64,119,1
49,63,66,42,51,33,41,17,75,7,0
53,63,9,2,5,95,82,97,119,7,0
42,44,45,97,85,6,61,9,7,112,0
9,46,112,84,107,59,36,17,64,88,0
41,33,27,106,20,12,64,4,17,85,1
104,36,72,26,91,10,77,2,64,7,1
109,33,7,34,75,12,96,25,84,5,1
6,46,19,110,83,2,47,70,30,119,1
6,17,36,88,5,49,45,12,100,112,1
9,42,25,17,31,63,70,7,67,50,1
67,17,2,75,22,109,16,106,25,5,1
12,19,23,26,5,10,9,2,112,88,0
6,25,84,3,112,46,63,36,7,110,1
92,98,12,119,84,1,36,96,31,103,0
9,63,70,68,7,4,36,19,22,110,1
45,96,10,7,3,72,61,91,104,31,0
109,19,74,84,75,12,9,97,110,83,0
109,21,96,110,84,59,8,97,112,7,1
11,36,2,101,84,45,19,10,31,107,0
54,25,112,84,28,10,15,96,31,88,0
36,34,4,119,85,12,96,22,25,84,0
19,67,96,75,112,72,27,40,91,84,0
10,19,27,22,88,49,45,12,110,84,1
10,56,2,84,112,19,72,101,91,3,1
8,36,19,84,86,63,96,74,5,7,0
45,95,78,119,83,63,73,19,25,110,0
63,106,84,65,75,9,74,2,110,83,1
11,28,64,69,107,63,39,38,112,88,1
9,76,65,23,37,57,93,39,75,16,0
109,19,64,13,100,94,72,27,51,107,1
12,11,108,112,84,114,27,60,13,97,0
48,76,84,86,16,15,69,20,100,31,1
20,43,102,85,68,63,35,65,3,88,1
48,79,43,51,16,63,108,94,64,28,1
94,54,86,57,84,39,20,64,102,75,1
64,102,94,20,84,1,65,87,16,107,1
94,19,39,20,85,8,74,65,64,84,1
113,64,12,78,31,72,37,51,34,85,0
15,61,82,112,85,11,76,60,84,86,0
73,72,104,87,100,74,57,15,3,16,0
11,20,69,84,28,54,22,57,16,75,1
10,108,13,27,23,2,72,43,64,51,1
95,13,97,64,91,63,39,29,88,86,1
20,46,102,84,50,49,9,79,23,60,0
94,43,78,79,23,19,13,76,112,107,0
20,74,107,78,86,10,39,29,88,3,1
80,29,76,23,84,72,19,27,39,107,0
94,104,37,34,31,48,27,74,65,16,0
49,72,69,75,51,78,48,74,86,87,1
54,13,86,65,16,108,9,27,20,23,1
9,13,20,86,84,15,19,17,100,3,0
72,89,96,50,107,54,78,106,30,100,0
27,89,11,13,100,12,63,78,86,107,1
63,38,3,34,16,10,43,96,103,79,0
38,41,11,112,88,72,47,57,87,107,1
76,72,119,16,88,8,43,29,103,3,1
10,47,60,65,112,49,72,29,111,84,1
25,12,66,16,107,38,114,15,89,119,1
109,72,108,112,100,48,45,73,16,30,0
13,20,19,87,100,11,40,30,16,51,0
10,49,39,84,68,48,12,60,112,28,0
72,58,76,83,86,64,8,47,108,16,1
49,27,12,65,51,10,43,41,112,103,0
54,49,15,60,87,45,94,19,30,119,1
109,20,65,51,112,43,12,79,107,88,0
61,109,102,86,16,38,76,114,3,119,0
54,13,76,107,68,53,46,49,30,119,1
8,64,108,13,16,43,10,40,66,30,0
8,73,38,91,26,18,40,13,86,119,1
102,54,13,86,83,45,49,72,119,90,1
95,64,57,86,107,61,40,72,60,83,1
66,72,96,40,30,12,49,68,65,69,0
48,38,15,30,91,12,47,19,16,68,1
109,47,78,86,107,49,12,30,16,90,1
48,76,102,3,16,10,34,57,112,28,0
33,43,54,37,107,19,58,8,27,88,1
109,47,19,86,103,114,11,104,51,91,1
49,35,15,100,30,72,76,13,103,87,0
15,80,57,87,16,109,43,51,107,37,0
109,49,52,103,3,22,57,100,72,87,1
72,11,30,55,107,47,41,13,68,103,0
95,43,104,119,103,45,54,16,91,86,1
95,49,64,13,60,8,47,53,108,68,0
109,49,64,108,62,53,43,54,60,30,1
48,94,65,68,16,27,19,17,78,84,0
54,82,13,16,30,109,66,49,60,86,0
8,17,57,26,16,43,70,78,86,30,0
48,49,39,79,103,63,17,69,100,3,1
43,10,104,91,87,114,8,57,100,86,1
80,74,53,69,16,12,47,13,30,100,0
109,46,66,30,57,114,39,16,119,86,1
